area,perimeter,centroid,circularity,eccentricity,major_axis,minor_axis,aspect_ratio,solidity,extent,compactness,hu1_log,hu2_log,hu3_log,hu4_log,hu5_log,hu6_log,hu7_log,target,image
8493.5,1848.7463772296906,"(181, 119)",0.031227835518281788,0.8557810980332651,128.78955078125,248.9465789794922,1.821917808219178,0.3012520394410158,0.21870172005355856,402.4092738352747,0.05800270070906245,0.4080313002837333,0.7415909623131546,1.3141178833380873,2.4864324778281253,1.732362683415608,2.498715814192878,Cerataulina,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Cerataulina_110_png.rf.53fd6416ad3eddf3293bd4344d126b13.jpg
10258.0,2325.1799223423004,"(106, 181)",0.023842919380572432,0.6645631508633756,131.66595458984375,176.20489501953125,1.3006535947712419,0.42629763537381044,0.3369133247939042,527.0483204585441,0.39118389896595446,1.9941441631490129,2.1916195876259996,4.042811956466469,-7.53893428343221,-5.056848497695008,7.201700506785133,Cerataulina,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Cerataulina_21_png.rf.02246456f127f8a08232542a4c6cd3dd.jpg
11188.0,2019.6996953487396,"(143, 173)",0.03446582843091744,0.7977836747897137,148.16702270507812,245.73936462402344,1.6790123456790123,0.3948612973812381,0.2539034132171387,364.60375933069287,0.17293747324512257,0.5421483879519738,1.044410877655224,1.4699871339383852,2.7722863327994096,2.03170952226691,3.090634038821138,Cerataulina,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Cerataulina_96_png.rf.b08a06ee551e609873ae898ee65172dc.jpg
8332.5,1825.550418972969,"(183, 168)",0.03141937359645339,0.6791627836786718,131.12542724609375,178.6479949951172,1.2551724137931035,0.37889639178773615,0.31574460022735884,399.9561154770337,0.3141469015064054,1.7753884812951182,2.2539172488435413,2.846260883175266,6.544764772178428,-4.018267377350556,-5.397448898236202,Cerataulina,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Cerataulina_9_png.rf.278432c8057f0965a83cefef3a2df489.jpg
16111.0,1677.047894835472,"(168, 173)",0.07198490404209061,0.9487749170345521,104.97875213623047,332.2608947753906,0.6506849315068494,0.551463289406127,0.29039293439077146,174.56952650810558,0.3758381594794483,1.043261257786675,2.738235695544669,2.406332091409567,6.053351624916871,2.948080421760379,-4.980160578331906,Ceratium,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Ceratium_125_png.rf.d372f73eee5266339b08d015f685cc2a.jpg
11609.5,1336.8397426605225,"(163, 108)",0.08163279823095058,0.8163335646827325,139.7513427734375,241.9598388671875,1.5384615384615385,0.43023643640675957,0.22781593406593406,153.93776627388362,0.5261076066678905,1.9597826061868948,2.12850813164425,3.151707868701737,5.795989525914264,4.312670856606521,-6.652002244408672,Ceratium,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Ceratium_23_png.rf.27b65da3ff48bd77dfc0430691c8dbe1.jpg
10987.0,1872.8123931884766,"(132, 169)",0.03936411023415254,0.7658715137156081,164.65150451660156,256.0701904296875,1.047008547008547,0.3106129141693995,0.1916448630734345,319.2342095276553,0.2662803113211603,2.449206703098454,0.9836152920201948,2.3612023080037035,-4.1585496446509245,3.5861827055222557,4.213122321653388,Ceratium,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Ceratium_26_png.rf.6021197f6154a538bd879ec59a619d77.jpg
11502.5,2667.52010512352,"(135, 166)",0.020313590962160913,0.7433273796094652,165.8394775390625,247.91835021972656,1.0753138075313808,0.2862208398133748,0.18726698468000585,618.6188664410515,0.2629863856065973,3.0768495155125466,1.143094664658307,3.063300946573878,-5.720304481051092,4.9144645132421,5.184145644828814,Ceratium,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Ceratium_27_png.rf.08530fa550c9b08b19f68b16c1d05a1f.jpg
22666.5,1497.6336785554886,"(127, 159)",0.1269939796277477,0.5012819141079498,230.32388305664062,266.1829833984375,1.0150943396226415,0.5185180948895091,0.3179701199410816,98.9524909070057,0.6098555650553215,3.003033908260501,2.027593447506077,3.388652970104425,-7.0440166077643775,-5.1311247713627415,6.099562058920931,Ceratium,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Ceratium_52_png.rf.2befd6e355bc1e02079690c2345e7690.jpg
19156.5,1259.2661483287811,"(168, 167)",0.15180671076682503,0.6277695303910464,158.05880737304688,203.05621337890625,1.119047619047619,0.6135970531710442,0.3881762917933131,82.77875563525716,0.667492513953899,2.3740790005156756,2.85967660840355,3.5719028784988134,6.9189781143036475,5.065219594754928,-6.959298628734747,Ceratium,D:\projects\MicroMorph AI\Project MicroMorph AI\UnSeenVision\SpeciesSAM-2\test\Ceratium_62_png.rf.df398b799f722aae890bd7e875ed4fa1.jpg
